Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer
Batman: Vengeance,GBA,2001,Adventure,Ubisoft,0.13,0.05,0,0,0.18,68,8,7.5,162.22,Ubisoft Montreal
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000,Sports,Sega,0,0,0.18,0,0.18,68.96767851,26.36082094,7.2,162.22,
The Adventures of Cookie & Cream,PS2,2000,Puzzle,Empire Interactive,0.09,0.07,0,0.02,0.18,68.96767851,26.36082094,7.2,162.22,
World of Outlaws: Sprint Cars,X360,2010,Racing,THQ,0.17,0,0,0.01,0.18,57,4,8.1,10,Big Ant Studios
Van Helsing,XB,2007,Action,Activision,0.13,0.04,0,0.01,0.18,63,32,7.6,8,Saffire
Grand Slam Tennis 2,X360,2012,Sports,Electronic Arts,0.1,0.06,0,0.02,0.18,71,45,5.1,14,EA Sports
Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,D3Publisher,0.1,0.06,0,0.02,0.18,51,5,5.3,4,Papaya Studios
Pure Futbol,X360,2010,Sports,Ubisoft,0.08,0.08,0,0.02,0.18,38,20,7.9,29,Ubisoft Vancouver
Spider-Man: Friend or Foe,PSP,2007,Action,Activision,0.16,0,0,0.01,0.18,58,7,4.4,9,Artificial Mind and Movement
Sing4: The Hits Edition,Wii,2011,Misc,Crave Entertainment,0.17,0,0,0.01,0.18,68.96767851,26.36082094,7.5,162.22,Crave
Gun,GC,2005,Shooter,Activision,0.14,0.04,0,0,0.18,77,27,8.6,8,Neversoft Entertainment
SoulCalibur Legends,Wii,2007,Action,Namco Bandai Games,0.16,0.01,0,0.01,0.18,52,35,5.7,24,Namco Bandai Games
Rio,Wii,2011,Misc,THQ,0.13,0.03,0,0.01,0.18,68.96767851,26.36082094,7.5,162.22,Eurocom Entertainment Software
F1 Challenge,SAT,1994,Racing,Sega,0,0,0.18,0,0.18,68.96767851,26.36082094,7.2,162.22,
Squeeballs Party,Wii,2009,Puzzle,Performance Designed Products,0.17,0,0,0.01,0.18,59,16,7.5,162.22,Performance Designed Products
Metal Gear Ac!d 2,PSP,2005,Strategy,Konami Digital Entertainment,0.11,0,0.05,0.01,0.18,68.96767851,26.36082094,7.2,162.22,
Shadow Madness,PS,1999,Action,Crave Entertainment,0.1,0.07,0,0.01,0.18,68.96767851,26.36082094,7.2,162.22,
Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0,0.02,0.18,45,40,3.5,1156,Gearbox Software
Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,0.13,0.05,0,0,0.18,75,5,7.5,4,Backbone Emeryville
The Game of Life / Yahtzee / Payday,GBA,2005,Misc,Zoo Digital Publishing,0.13,0.05,0,0,0.18,68.96767851,26.36082094,7.2,162.22,
FIFA Soccer 11,PC,2010,Sports,Electronic Arts,0,0.14,0,0.04,0.18,83,16,7.7,102,EA Sports
American Chopper 2: Full Throttle,PS2,2005,Racing,Zoo Digital Publishing,0.09,0.07,0,0.02,0.18,68.96767851,26.36082094,8.1,9,Creat Studios
Borderlands,PC,2009,Shooter,Take-Two Interactive,0.01,0.14,0,0.03,0.18,81,37,7.8,1363,Gearbox Software
de Blob 2,Wii,2011,Platform,THQ,0.11,0.06,0,0.02,0.18,79,20,8.1,26,Blue Tongue Entertainment
Silent Hill 4: The Room,XB,2004,Action,Konami Digital Entertainment,0.14,0.04,0,0.01,0.18,76,43,8.3,26,KCET
Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,0.09,0.07,0,0.02,0.18,67,19,6.8,11,Pyro Studios
Remember Me,X360,2013,Action,Capcom,0.1,0.06,0,0.02,0.18,70,42,7.5,267,DONTNOD Entertainment
Brink,PC,2011,Shooter,Bethesda Softworks,0.06,0.09,0,0.03,0.18,70,38,6,547,Splash Damage
FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,0.14,0.04,0,0,0.18,81,13,8,9,EA Sports
Pro Evolution Soccer 2013,3DS,2012,Sports,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18,68.96767851,26.36082094,7.2,162.22,
Atari Anniversary Edition Redux,PS,2000,Misc,Infogrames,0.1,0.07,0,0.01,0.18,72,5,7.2,162.22,Digital Eclipse
Lips: Party Classics,X360,2010,Misc,Microsoft Game Studios,0.05,0.11,0,0.02,0.18,69,10,7.5,162.22,iNiS
Toukiden: The Age of Demons,PSP,2013,Action,Tecmo Koei,0,0,0.18,0,0.18,68.96767851,26.36082094,7.2,162.22,
Fireblade,PS2,2002,Action,Midway Games,0.09,0.07,0,0.02,0.18,68.96767851,26.36082094,7.2,162.22,
Disney's Tarzan Untamed,GC,2001,Platform,Ubisoft,0.14,0.04,0,0,0.18,61,11,7.4,8,Ubisoft Montreal
Brunswick Circuit Pro Bowling,PS,1998,Sports,THQ,0.1,0.07,0,0.01,0.18,68.96767851,26.36082094,7.2,162.22,
Marvel Super Hero Squad: Comic Combat,Wii,2011,Action,THQ,0.14,0.03,0,0.01,0.18,68.96767851,26.36082094,7.5,162.22,THQ
Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,0.07,0.05,0.03,0.02,0.18,62,25,7.2,28,"Gust, Idea Factory"
Payday 2,XOne,2015,Shooter,505 Games,0.09,0.07,0,0.02,0.18,68.96767851,26.36082094,7.2,162.22,
Pirates: Hunt For Blackbeard's Booty,Wii,2008,Adventure,Activision,0.08,0.08,0,0.02,0.18,68.96767851,26.36082094,7.5,162.22,Activision
Cabela's Dangerous Hunts 2009,PS2,2008,Sports,Activision Value,0.09,0.07,0,0.02,0.18,68.96767851,26.36082094,9.2,5,FUN Labs
Senran Kagura: Estival Versus,PS4,2015,Action,Marvelous Interactive,0.08,0,0.08,0.02,0.18,67,25,8,96,Marvelous Inc.
Ball Breakers,PS,2000,Action,Take-Two Interactive,0.1,0.07,0,0.01,0.18,68,10,5.3,4,Lost Toys
Mobile Suit Gundam Seed Destiny: Generation of C.E.,PS2,2005,Action,Namco Bandai Games,0,0,0.18,0,0.18,68.96767851,26.36082094,7.2,162.22,
Splatterhouse,X360,2010,Action,Namco Bandai Games,0.14,0.03,0,0.01,0.18,62,51,7.6,60,"Namco Bandai Games America, Namco Bandai Games"
EyeToy: Groove,PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18,73,34,8,5,SCEE
You Don't Know Jack,PS3,2011,Misc,THQ,0.16,0,0,0.01,0.18,82,11,7.3,18,"Jellyvision, Iron Galaxy Studios"
Chuck E. Cheese's Party Games,DS,2010,Misc,UFO Interactive,0.17,0,0,0.01,0.18,68.96767851,26.36082094,7.5,162.22,UFO Interactive
Twisted Metal: Small Brawl,PS,,Action,Unknown,0.1,0.07,0,0.01,0.18,51,14,7.6,49,Incognito Inc.
Otomedius Excellent,X360,,Shooter,Unknown,0.13,0,0.04,0.01,0.18,48,8,8.1,16,Konami
Charlie and the Chocolate Factory,GC,2005,Adventure,Global Star,0.14,0.04,0,0,0.18,39,16,3.2,6,"High Voltage Software, Backbone Entertainment"
Armored Core: Last Raven,PS2,2005,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18,59,16,8.9,14,From Software
Burnout Legends,DS,2005,Racing,Electronic Arts,0.15,0.02,0,0.01,0.18,38,12,6,59,Visual Impact
Tomb Raider: Underworld,PS2,2009,Action,Eidos Interactive,0.09,0.04,0,0.05,0.18,68.96767851,26.36082094,5.8,30,Crystal Dynamics
College Hoops 2K7,PS3,2007,Sports,Take-Two Interactive,0.16,0,0,0.01,0.18,81,9,7.1,8,2K Sports
Hello Kitty: Birthday Adventures,DS,2010,Adventure,Namco Bandai Games,0.06,0.1,0,0.02,0.18,68.96767851,26.36082094,7.5,162.22,OneNine Studios
All Grown Up! Express Yourself,GBA,2004,Misc,THQ,0.13,0.05,0,0,0.18,68.96767851,26.36082094,7.2,162.22,
Escape The Museum,DS,2010,Adventure,Astragon,0.04,0.12,0,0.02,0.18,68.96767851,26.36082094,7.5,162.22,Gogii Games
K-1 World Grand Prix,PS2,2002,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18,67,24,9,7,Konami
Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,2009,Strategy,Namco Bandai Games,0,0,0.18,0,0.18,68.96767851,26.36082094,7.2,162.22,
Super Robot Taisen A Portable,PSP,2008,Strategy,Namco Bandai Games,0,0,0.18,0,0.18,68.96767851,26.36082094,7.2,162.22,
Juiced,XB,2005,Racing,THQ,0.13,0.04,0,0.01,0.18,68,39,9.1,15,Juice Games
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,505 Games,0.11,0.01,0.05,0.01,0.18,38,14,3,12,"Eighting, Takara Tomy"
Looney Tunes: Back in Action,GBA,2003,Platform,Electronic Arts,0.13,0.05,0,0,0.18,47,7,7.5,162.22,Warthog
Shaun White Skateboarding,Wii,2010,Sports,Ubisoft,0.13,0.03,0,0.01,0.18,59,6,7.5,162.22,Ubisoft Montreal
DiRT Showdown,PS3,2012,Racing,Codemasters,0.02,0.12,0,0.03,0.18,75,27,6.3,43,Codemasters
Virtua Tennis,GBA,2002,Sports,Atari,0.13,0.05,0,0,0.18,83,14,7.5,162.22,Altron
Cabela's Big Game Hunter: Hunting Party,X360,2011,Sports,Activision,0.16,0,0,0.02,0.18,68.96767851,26.36082094,5,4,
Tales of the Tempest,DS,2006,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18,68.96767851,26.36082094,7.2,162.22,
SimCity Creator (JP sales),DS,2008,Simulation,Electronic Arts,0,0,0.18,0,0.18,68.96767851,26.36082094,7.2,162.22,
Biohazard: Revival Selection,PS3,2011,Action,Capcom,0,0,0.18,0,0.18,68.96767851,26.36082094,7.2,162.22,
Sonic Riders: Zero Gravity,PS2,2008,Racing,Sega,0.09,0.07,0,0.02,0.18,56,16,8.3,27,Sonic Team
UFC: Sudden Impact,PS2,2004,Fighting,Global Star,0.09,0.07,0,0.02,0.18,54,29,7.7,7,Opus
NBA Hoopz,PS2,2001,Sports,Midway Games,0.09,0.07,0,0.02,0.18,63,10,7.5,162.22,Eurocom Entertainment Software
ESPN X Games Skateboarding,GBA,2001,Sports,Konami Digital Entertainment,0.13,0.05,0,0,0.18,68.96767851,26.36082094,7.5,162.22,Konami Computer Entertainment Hawaii
Nancy Drew: The Hidden Staircase,DS,2008,Adventure,THQ,0.16,0,0,0.01,0.18,68.96767851,26.36082094,6,6,Gorilla Systems
Speedball 2100,PS,2000,Sports,Empire Interactive,0.1,0.07,0,0.01,0.18,60,5,7.5,162.22,Bitmap Brothers
Full Auto 2: Battlelines,PS3,2006,Racing,Sega,0.14,0.02,0,0.02,0.18,67,43,7.6,25,Pseudo Interactive
College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,0.16,0,0,0.01,0.18,81,21,6.9,16,Visual Concepts
LEGO Island 2: The Brickster's Revenge,PS,2001,Adventure,LEGO Media,0.1,0.07,0,0.01,0.18,68.96767851,26.36082094,7.2,162.22,
How to Train Your Dragon,PS3,2010,Action,Activision,0.12,0.03,0,0.02,0.18,51,18,7,6,Etranges Libellules
Backyard Basketball,GBA,2004,Sports,Atari,0.13,0.05,0,0,0.18,68.96767851,26.36082094,7.5,162.22,Mistic Software
Madden NFL 09,XB,2008,Sports,Electronic Arts,0.13,0.04,0,0.01,0.18,68.96767851,26.36082094,5.5,6,EA Tiburon
Dynasty Warriors: Gundam 3,X360,2010,Action,Tecmo Koei,0.11,0.03,0.02,0.01,0.18,65,27,7.8,20,Koei Tecmo Games
Scooby-Doo! Unmasked,GBA,2005,Platform,THQ,0.13,0.05,0,0,0.18,68.96767851,26.36082094,7.2,162.22,
Summon Night 4,PS2,2006,Role-Playing,Banpresto,0,0,0.18,0,0.18,68.96767851,26.36082094,7.2,162.22,
NHL 2004,XB,2003,Sports,Electronic Arts,0.13,0.04,0,0.01,0.18,85,21,6.5,31,EA Black Box
Pro Yaky? Spirits 5,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18,68.96767851,26.36082094,7.2,162.22,
Back to the Future: The Game,PS4,2015,Adventure,Telltale Games,0.1,0.05,0,0.03,0.18,68.96767851,26.36082094,7.1,18,Telltale Games
Namco Museum: 50th Anniversary,XB,2005,Misc,Namco Bandai Games,0.13,0.04,0,0.01,0.18,62,23,7.5,162.22,Backbone Vancouver
Monster 4x4: Stunt Racer,Wii,2009,Racing,Ubisoft,0.16,0,0,0.01,0.18,68.96767851,26.36082094,5.2,9,Ubisoft
Velvet Assassin,X360,2009,Shooter,DTP Entertainment,0.14,0.02,0.01,0.01,0.18,56,46,7.1,55,"Replay Studios, ML Enterprises"
NFL 2K2,XB,2002,Sports,Sega,0.13,0.04,0,0.01,0.18,87,18,7.5,162.22,Visual Concepts
MindJack,PS3,2011,Shooter,Square Enix,0.07,0.07,0,0.03,0.18,44,31,1.7,46,FeelPlus
Marvel Super Hero Squad: Comic Combat,X360,2011,Action,THQ,0.13,0.04,0,0.01,0.18,68.96767851,26.36082094,7.5,162.22,THQ
NBA Starting Five,PS2,,Sports,Unknown,0.09,0.07,0,0.02,0.18,53,10,7.3,7,Konami
NBA Live 16,PS4,2015,Sports,Electronic Arts,0.1,0.04,0,0.03,0.18,59,27,6.1,70,EA Sports
WWE SmackDown vs. Raw 2009,DS,2008,Fighting,THQ,0.14,0.02,0,0.01,0.18,58,15,7.8,6,TOSE
Dead or Alive Paradise,PSP,2010,Misc,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.18,38,34,5.6,37,"Team Ninja, Tecmo"
Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0,0.01,0.17,91,36,7.1,2318,From Software
The Suffering: Ties That Bind,PS2,2005,Action,Midway Games,0.09,0.07,0,0.02,0.17,75,37,8,23,Surreal Software
EyeToy: Kinetic,PS2,2005,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.17,78,32,8.3,11,SCEE London Studio
Transformers: Prime,3DS,2012,Action,Activision,0.13,0.02,0,0.02,0.17,68.96767851,26.36082094,7.2,162.22,
Fancy Nancy: Tea Party Time!,DS,2010,Adventure,THQ,0.16,0,0,0.01,0.17,68.96767851,26.36082094,7.5,162.22,Webfoot Technologies
Project Spark,XOne,2014,Misc,Microsoft Game Studios,0.11,0.05,0,0.02,0.17,73,26,7,151,Microsoft Game Studios
Army Men: Sarge's Heroes 2,PS2,2001,Shooter,Midas Interactive Entertainment,0.09,0.07,0,0.02,0.17,54,15,4.6,5,3DO
Yakuza Zero: The Place of Oath,PS4,2015,Action,Sega,0,0,0.17,0,0.17,68.96767851,26.36082094,7.2,162.22,
The Wild Thornberrys: Animal Adventures,PS,2000,Adventure,Mattel Interactive,0.1,0.07,0,0.01,0.17,68.96767851,26.36082094,7.2,162.22,
Cabela's Adventure Camp,Wii,2011,Misc,Activision,0.14,0.02,0,0.02,0.17,68.96767851,26.36082094,7.5,162.22,Cauldron Ltd.
SEGA Bass Fishing Duel,PS2,2002,Sports,Sega,0.09,0.07,0,0.02,0.17,68,13,7.5,162.22,Wow Entertainment
Teen Titans,GBA,,Action,Unknown,0.13,0.05,0,0,0.17,61,9,7.5,162.22,Artificial Mind and Movement
Sports Illustrated for Kids: Baseball,GBA,2001,Sports,BAM! Entertainment,0.12,0.05,0,0,0.17,39,4,7.5,162.22,Sennari Interactive
Mark Davis Pro Bass Challenge,PS2,2002,Sports,Natsume,0.09,0.07,0,0.02,0.17,68.96767851,26.36082094,7.5,162.22,Sims
Rugrats: Royal Ransom,GC,2002,Platform,THQ,0.13,0.03,0,0,0.17,68.96767851,26.36082094,6.7,6,Avalanche Software
Winning Eleven: Pro Evolution Soccer 2007,DS,2006,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17,63,5,7.9,12,KCET
Warriors of Might and Magic,PS2,2001,Adventure,3DO,0.09,0.07,0,0.02,0.17,49,12,4.5,6,3DO
Rapala Fishing Frenzy 2009,PS3,2008,Sports,Activision,0.16,0,0,0.01,0.17,31,4,4.4,9,FUN Labs
Petz: Horseshoe Ranch,DS,2009,Adventure,Ubisoft,0.16,0,0,0.01,0.17,68.96767851,26.36082094,7.5,162.22,
Open Season,GC,2006,Platform,Ubisoft,0.13,0.03,0,0,0.17,59,6,7.5,162.22,Ubisoft
Ridge Racer,PSV,2011,Racing,Namco Bandai Games,0.03,0.07,0.05,0.02,0.17,44,39,3.7,59,"Namco Bandai Games, Cellius"
EyePet & Friends,PS3,2011,Simulation,Sony Computer Entertainment,0.06,0.08,0,0.03,0.17,68.96767851,26.36082094,7.2,162.22,
Street Fighter: The Movie,PS,1995,Fighting,Acclaim Entertainment,0.1,0.07,0,0.01,0.17,68.96767851,26.36082094,7.2,162.22,
Major League Baseball 2K9,PS3,2009,Sports,Spike,0.16,0,0,0.01,0.17,61,19,4,6,2K Sports
World Championship Poker,GBA,2004,Misc,Crave Entertainment,0.12,0.05,0,0,0.17,66,5,7.5,162.22,Sensory Sweep
Global Defence Force,PS2,2005,Shooter,Essential Games,0,0,0.17,0,0.17,68.96767851,26.36082094,7.2,162.22,
Major League Baseball 2K6,GC,2006,Sports,Take-Two Interactive,0.13,0.03,0,0,0.17,66,8,7.5,162.22,Kush Games
WordJong Party,Wii,2008,Puzzle,Destineer,0.16,0,0,0.01,0.17,68.96767851,26.36082094,7.5,162.22,Magellan Interactive
SaGa 2: Hihou Densetsu - Goddess of Destiny,DS,2009,Role-Playing,Square Enix,0,0,0.17,0,0.17,68.96767851,26.36082094,7.2,162.22,
Smash Court Tennis Pro Tournament,PS2,2002,Sports,Sony Computer Entertainment,0.08,0.07,0,0.02,0.17,73,15,7.4,10,Namco
Super Robot Taisen L,DS,2010,Strategy,Namco Bandai Games,0,0,0.17,0,0.17,68.96767851,26.36082094,7.2,162.22,
Race Pro,X360,2009,Racing,Atari,0.06,0.09,0,0.02,0.17,72,54,7,60,SimBin
The Grim Adventures of Billy & Mandy,GC,2006,Action,Midway Games,0.13,0.03,0,0,0.17,68.96767851,26.36082094,7.2,162.22,
NBA Inside Drive 2004,XB,2003,Sports,Microsoft Game Studios,0.13,0.04,0,0.01,0.17,71,31,8.2,11,High Voltage Software
The King of Fighters '97,PS,1998,Fighting,SNK,0,0,0.16,0.01,0.17,68.96767851,26.36082094,7.2,162.22,
Time Commando,PS,1996,Action,Adeline Software,0.1,0.07,0,0.01,0.17,68.96767851,26.36082094,7.2,162.22,
Professional Fisherman's Tour: Northern Hemisphere,DS,2007,Sports,505 Games,0.16,0,0,0.01,0.17,68.96767851,26.36082094,7.5,162.22,Starfish
Kekkaishi: Karasumori Ayakashi Kidan,DS,2007,Action,Namco Bandai Games,0,0,0.17,0,0.17,68.96767851,26.36082094,7.2,162.22,
Gretzky NHL 2005,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.07,0,0.02,0.17,66,24,9.1,14,Page 44 Studios
Dungeon Siege III,PC,2011,Role-Playing,Square Enix,0.08,0.08,0,0.02,0.17,72,37,4.7,399,Obsidian Entertainment
The Hobbit,GC,2003,Platform,Vivendi Games,0.13,0.03,0,0,0.17,61,17,7.3,8,Inevitable Entertainment
MotoGP 15,PS4,2015,Racing,Milestone S.r.l.,0,0.12,0.03,0.02,0.17,66,15,7.2,162.22,Milestone S.r.l
Backyard Sports Football: Rookie Rush,DS,2010,Sports,Atari,0.16,0,0,0.01,0.17,68.96767851,26.36082094,7.2,162.22,
Skate it,DS,2008,Sports,Electronic Arts,0.14,0.02,0,0.01,0.17,72,13,7.8,12,Exient Entertainment
Cabela's Legendary Adventures,Wii,2008,Sports,Activision,0.16,0,0,0.01,0.17,68.96767851,26.36082094,7.5,162.22,FUN Labs
True Crime: New York City,GC,2005,Action,Activision,0.13,0.03,0,0,0.17,59,25,8.8,24,Exakt
Metal Arms: Glitch in the System,XB,2003,Shooter,Vivendi Games,0.13,0.04,0,0.01,0.17,82,35,8.7,15,Swingin' Ape
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012,Action,Namco Bandai Games,0,0,0.17,0,0.17,68.96767851,26.36082094,7.2,162.22,
Toukiden Kiwami,PS4,2015,Action,Tecmo Koei,0.05,0.07,0.02,0.02,0.17,74,35,7.6,74,Koei Tecmo Games
Trauma Team,Wii,,Simulation,Unknown,0.14,0,0.02,0.01,0.17,82,29,8.8,25,Atlus
The Secret World,PC,2012,Role-Playing,Funcom,0.07,0.08,0,0.02,0.17,74,55,8.2,1326,Funcom
Ice Age: Dawn of the Dinosaurs,PS2,2009,Action,Activision,0.08,0.07,0,0.02,0.17,68.96767851,26.36082094,7.5,162.22,Activision
ESPN Final Round Golf 2002,GBA,2001,Sports,Konami Digital Entertainment,0.12,0.05,0,0,0.17,70,10,7.5,162.22,Konami Computer Entertainment Nagoya
Iron Chef America: Supreme Cuisine,Wii,2008,Simulation,Destineer,0.16,0,0,0.01,0.17,42,4,7.5,162.22,Black Lantern Studios
MDK2 Armageddon,PS2,2001,Shooter,Virgin Interactive,0.08,0.07,0,0.02,0.17,80,19,8.3,11,BioWare
Exhibition Volume 02,XB,2003,Misc,Microsoft Game Studios,0.13,0.04,0,0.01,0.17,68.96767851,26.36082094,7.2,162.22,
NHL 2K9,X360,2008,Sports,Take-Two Interactive,0.15,0.01,0,0.01,0.17,69,33,6.7,7,Visual Concepts
I Spy: Castle,DS,2011,Puzzle,Scholastic Inc.,0.16,0,0,0.01,0.17,68.96767851,26.36082094,7.5,162.22,Gusto Games
Fight Night Round 2,GC,2005,Fighting,Electronic Arts,0.13,0.03,0,0,0.17,87,32,7.9,7,EA Sports
Backbreaker,PS3,,Sports,Unknown,0.16,0,0,0.01,0.17,58,25,7,52,NaturalMotion
Disney's Atlantis: The Lost Empire,PS,2001,Platform,Sony Computer Entertainment,0.1,0.07,0,0.01,0.17,73,7,8.5,6,Eurocom Entertainment Software
Power Pro Kun Pocket,GB,1999,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17,68.96767851,26.36082094,7.2,162.22,
The King of Fighters '97,SAT,1998,Fighting,SNK,0,0,0.17,0,0.17,68.96767851,26.36082094,7.2,162.22,
Tamagotchi no Narikiri Challenge,DS,2010,Action,Namco Bandai Games,0,0,0.17,0,0.17,68.96767851,26.36082094,7.2,162.22,
Madden NFL 17,X360,2016,Sports,Electronic Arts,0.14,0.02,0,0.02,0.17,68.96767851,26.36082094,0.7,6,EA Sports
Jewel Match,DS,2010,Puzzle,PlayV,0.05,0.11,0,0.02,0.17,68.96767851,26.36082094,7.5,162.22,Joindots
Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999,Strategy,Namco Bandai Games,0,0,0.16,0.01,0.17,68.96767851,26.36082094,7.2,162.22,
Lost in Blue 3,DS,2007,Adventure,Konami Digital Entertainment,0.09,0.02,0.06,0.01,0.17,59,19,7.5,162.22,Matrix Software
Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999,Adventure,ChunSoft,0,0,0.16,0.01,0.17,68.96767851,26.36082094,7.2,162.22,
Stormrise,PS3,2009,Strategy,Sega,0.13,0.02,0,0.02,0.17,51,28,5.3,20,Creative Assembly
Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,Midway Games,0.13,0.04,0,0.01,0.17,84,55,7.9,18,Midway
X-Men: The Official Game,X360,2006,Action,Activision,0.16,0,0,0.01,0.17,52,57,6.1,20,"Z-Axis, Ltd."
SWAT: Global Strike Team,XB,2003,Shooter,Vivendi Games,0.13,0.04,0,0.01,0.17,69,22,6.3,7,Argonaut Games
Horrid Henry: Missions of Mischief,DS,2010,Adventure,SouthPeak Games,0.01,0.14,0,0.02,0.17,68.96767851,26.36082094,7.2,162.22,Asylum Entertainment
Cabela's Legendary Adventures,PSP,2008,Sports,Activision,0.16,0,0,0.02,0.17,68.96767851,26.36082094,7.5,162.22,FUN Labs
Pictionary,DS,2010,Puzzle,THQ,0.09,0.06,0,0.02,0.17,68.96767851,26.36082094,7.5,162.22,ImaginEngine
Hitman: HD Trilogy,X360,2013,Action,Square Enix,0.07,0.08,0,0.02,0.17,69,14,7.2,45,Io Interactive
MX World Tour Featuring Jamie Little,PS2,2005,Racing,Play It,0.08,0.07,0,0.02,0.17,52,4,7.5,162.22,Impulse Games
Goblin Commander: Unleash the Horde,PS2,2003,Strategy,Jaleco,0.08,0.07,0,0.02,0.17,68,21,8.7,14,Jaleco Entertainment
uDraw Studio: Instant Artist,Wii,2011,Misc,THQ,0.06,0.09,0,0.02,0.17,68.96767851,26.36082094,7.5,162.22,THQ
Hello Kitty: Happy Party Pals,GBA,2005,Misc,THQ,0.12,0.05,0,0,0.17,68.96767851,26.36082094,7.2,162.22,
Jikkyou Powerful Pro Baseball 2016,PS4,2016,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17,68.96767851,26.36082094,7.2,162.22,
Backyard NFL Football '09,PS2,2008,Sports,Atari,0.08,0.07,0,0.02,0.17,68.96767851,26.36082094,7.2,162.22,
World Destruction League: Thunder Tanks,PS2,2000,Action,3DO,0.08,0.07,0,0.02,0.17,65,16,5.9,7,3DO
Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft,0.05,0.1,0,0.02,0.17,71,13,4.9,368,Ubisoft Paris
Backyard Baseball '10,PS2,2009,Sports,Atari,0.08,0.07,0,0.02,0.17,68.96767851,26.36082094,7.5,162.22,Farsight Studios
Resident Evil Director's Cut: Dual Shock Edition,PS,1997,Action,Capcom,0,0,0.16,0.01,0.17,68.96767851,26.36082094,7.2,162.22,
Broken Sword: Shadows of the Templars - The Director's Cut,DS,2009,Adventure,Ubisoft,0.07,0.08,0,0.02,0.17,68.96767851,26.36082094,7.2,162.22,
PlayStation Move Heroes,PS3,2011,Platform,Sony Computer Entertainment,0.08,0.06,0,0.03,0.17,53,39,6.1,16,Nihilistic
The King of Fighters '95,PS,1996,Fighting,Sony Computer Entertainment,0,0,0.16,0.01,0.17,68.96767851,26.36082094,7.2,162.22,
RoadKill,PS2,2003,Action,Midway Games,0.08,0.07,0,0.02,0.17,71,27,7.9,11,Terminal Reality
Hanjuku Eiyuu Tai 3D,PS2,2003,Role-Playing,Square Enix,0,0,0.17,0,0.17,68.96767851,26.36082094,7.2,162.22,
.hack//G.U. Vol.3//Redemption,PS2,2007,Role-Playing,Namco Bandai Games,0,0,0.17,0,0.17,68.96767851,26.36082094,7.2,162.22,
Super Robot Taisen Compact 2 Dai-1-Bu,WS,2000,Strategy,Namco Bandai Games,0,0,0.17,0,0.17,68.96767851,26.36082094,7.2,162.22,
Looney Tunes: Back in Action,GC,2003,Platform,Warner Bros. Interactive Entertainment,0.13,0.03,0,0,0.17,64,6,5,4,Warthog
Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010,Action,THQ,0.12,0.03,0,0.02,0.17,54,6,7.5,162.22,THQ
The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,0.14,0.01,0,0.02,0.17,56,16,5.6,8,Traveller's Tales
Tak: The Great Juju Challenge,GBA,2005,Platform,THQ,0.12,0.05,0,0,0.17,52,6,7.5,162.22,WayForward
Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013,Misc,Konami Digital Entertainment,0,0.08,0.08,0.01,0.17,68.96767851,26.36082094,7.2,162.22,
SingStar Motown,PS3,2009,Misc,Sony Computer Entertainment,0,0.15,0,0.02,0.17,68.96767851,26.36082094,7.2,162.22,
Macross Ultimate Frontier,PSP,2009,Action,Namco Bandai Games,0,0,0.17,0,0.17,68.96767851,26.36082094,7.2,162.22,
Top Spin 2,X360,2006,Sports,Take-Two Interactive,0.15,0,0,0.01,0.17,75,52,6.8,25,Pam Development
